userId,m_id1,m_id2,m_id3,m_id4,m_id5,m_id6,m_id7,m_id8,m_id9,m_id10,m_id11,m_id12,m_id13,m_id14,m_id15,m_id16,m_id17,m_id18,m_id19,m_id20
2,131724.0,122882.0,106782.0,89774.0,80906.0,60756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,70946.0,7991.0,6835.0,5919.0,5746.0,5181.0,4518.0,3703.0,2851.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5618.0,3869.0,2529.0,2019.0,1584.0,1270.0,1240.0,1219.0,593.0,480.0,466.0,356.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,140110.0,136020.0,96079.0,92259.0,91529.0,81845.0,79091.0,71579.0,49286.0,49272.0,33794.0,8869.0,8533.0,7458.0,0.0,0.0,0.0,0.0,0.0,0.0
12,63992.0,40629.0,8533.0,6942.0,3668.0,2717.0,2581.0,2572.0,2485.0,2072.0,1721.0,1357.0,838.0,256.0,222.0,168.0,0.0,0.0,0.0,0.0
15,166528.0,152077.0,122886.0,84152.0,33493.0,5989.0,4995.0,4720.0,3578.0,3510.0,3156.0,3147.0,2150.0,2011.0,2001.0,1270.0,1214.0,1210.0,1200.0,1196.0
16,1199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,7099.0,6350.0,5952.0,5618.0,2571.0,1732.0,1240.0,1210.0,1206.0,1201.0,1196.0,858.0,356.0,318.0,296.0,260.0,0.0,0.0,0.0,0.0
18,1221.0,1209.0,1203.0,1201.0,923.0,318.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,47997.0,7573.0,5872.0,3082.0,2706.0,2012.0,2011.0,1722.0,1270.0,370.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,49272.0,7438.0,3489.0,1952.0,1193.0,541.0,356.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,187593.0,180095.0,177593.0,122912.0,116797.0,91529.0,79132.0,68954.0,68157.0,60069.0,58559.0,7153.0,5952.0,4993.0,3578.0,2571.0,2028.0,1198.0,527.0,260.0
28,72998.0,53123.0,7842.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,82459.0,68237.0,27611.0,5995.0,3578.0,2028.0,1617.0,1408.0,1272.0,1250.0,1201.0,953.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,122904.0,115617.0,112852.0,111759.0,109487.0,96821.0,95510.0,93510.0,91529.0,79132.0,68954.0,68358.0,60069.0,59315.0,58559.0,33794.0,7153.0,5952.0,4993.0,2571.0
34,45499.0,27801.0,8636.0,6874.0,6711.0,6618.0,6539.0,6333.0,5349.0,4446.0,3996.0,3793.0,2273.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
41,116897.0,104879.0,87869.0,55820.0,7438.0,7293.0,7173.0,6874.0,6763.0,6287.0,4878.0,4848.0,4816.0,4022.0,3948.0,2712.0,2160.0,1721.0,1259.0,1258.0
45,54272.0,53322.0,50872.0,33679.0,33493.0,8665.0,8528.0,8360.0,7173.0,6539.0,6377.0,6365.0,6333.0,6287.0,5989.0,5630.0,5528.0,5502.0,5500.0,5418.0
47,112804.0,112552.0,51931.0,47423.0,3147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,60487.0,60074.0,59615.0,56367.0,54001.0,51662.0,48877.0,48774.0,47997.0,42723.0,39183.0,34338.0,8874.0,8533.0,8464.0,7983.0,7569.0,7438.0,7160.0,7000.0
52,152081.0,134853.0,134130.0,122904.0,122900.0,122886.0,122882.0,112852.0,112138.0,110501.0,96811.0,95167.0,93721.0,89745.0,86892.0,79132.0,76093.0,73017.0,70286.0,69122.0
55,48516.0,27831.0,4011.0,3275.0,2542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,58559.0,858.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,185135.0,176601.0,174053.0,172591.0,168252.0,150548.0,128360.0,115149.0,114935.0,109487.0,109374.0,106489.0,99114.0,96821.0,91542.0,91529.0,81845.0,79132.0,74789.0,73017.0
63,134853.0,115617.0,111781.0,108932.0,106696.0,102217.0,98491.0,97913.0,92535.0,92494.0,91529.0,89904.0,89753.0,86290.0,79702.0,77800.0,77455.0,58559.0,57669.0,51255.0
64,30810.0,27773.0,27523.0,8917.0,8874.0,8376.0,8014.0,6385.0,6377.0,6188.0,5690.0,5673.0,5010.0,4973.0,4380.0,4235.0,4128.0,3608.0,3535.0,3362.0
65,55247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8874.0,8665.0,8636.0,7438.0,7153.0,7147.0,7018.0,6874.0,6711.0,6708.0,5952.0,5902.0,5747.0,5673.0,5617.0,5464.0,5418.0,5299.0,4993.0,4306.0
67,27193.0,8604.0,1527.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,134130.0,122882.0,102445.0,93510.0,91500.0,81834.0,79132.0,76093.0,74946.0,72998.0,71535.0,70183.0,69069.0,67618.0,66934.0,64969.0,59369.0,58998.0,58559.0,55118.0
70,63082.0,8949.0,3468.0,3361.0,3359.0,1302.0,1300.0,1293.0,1246.0,1210.0,1193.0,1172.0,953.0,858.0,527.0,36.0,0.0,0.0,0.0,0.0
72,4973.0,2571.0,318.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,152081.0,122892.0,115617.0,112852.0,111362.0,110102.0,109374.0,106072.0,102445.0,99114.0,96079.0,91542.0,91529.0,87232.0,86833.0,86332.0,78499.0,73017.0,71535.0,68358.0
74,55444.0,55276.0,55118.0,48698.0,48516.0,46578.0,41997.0,31522.0,27773.0,26350.0,8838.0,8804.0,8154.0,7323.0,7234.0,6993.0,6791.0,6787.0,6666.0,6591.0
75,4993.0,3681.0,2078.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,34405.0,8957.0,1213.0,1136.0,858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,58559.0,33794.0,8961.0,8636.0,7153.0,5952.0,5816.0,5378.0,5349.0,4993.0,3996.0,3578.0,2571.0,1210.0,1198.0,1196.0,260.0,0.0,0.0,0.0
78,2791.0,1240.0,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,94864.0,91658.0,86190.0,80831.0,59369.0,58559.0,54286.0,48780.0,47610.0,44665.0,44199.0,33794.0,8950.0,8798.0,8665.0,6952.0,6754.0,6059.0,5418.0,5064.0
83,79132.0,58559.0,53318.0,48774.0,7323.0,6016.0,4973.0,3578.0,3159.0,2028.0,1682.0,1258.0,1246.0,1225.0,1222.0,924.0,916.0,318.0,0.0,0.0
86,33679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,58559.0,48394.0,8950.0,7153.0,5952.0,4993.0,1884.0,1732.0,1193.0,318.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,158882.0,158398.0,157775.0,157296.0,156025.0,150554.0,149566.0,149508.0,149350.0,147410.0,146684.0,143559.0,143031.0,142444.0,141928.0,140133.0,139640.0,136834.0,136503.0,136359.0
91,8874.0,8636.0,7387.0,7360.0,6857.0,6820.0,6659.0,6539.0,5349.0,4678.0,4306.0,3837.0,3740.0,3703.0,3429.0,3300.0,3081.0,3070.0,2761.0,2571.0
92,2572.0,837.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,187593.0,177765.0,164179.0,122926.0,122916.0,122912.0,116797.0,109487.0,97921.0,88163.0,81845.0,81564.0,74458.0,60126.0,55267.0,50872.0,47099.0,46578.0,38038.0,8961.0
103,148626.0,134881.0,81932.0,68157.0,64614.0,58559.0,55247.0,8376.0,7438.0,6936.0,6711.0,6016.0,5956.0,4973.0,4881.0,4873.0,4848.0,4262.0,4226.0,4027.0
104,38038.0,7034.0,5991.0,4973.0,4308.0,2671.0,2572.0,1148.0,745.0,595.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,179133.0,175431.0,175397.0,175387.0,175293.0,174551.0,173963.0,173619.0,173355.0,173351.0,172909.0,172793.0,172637.0,172589.0,172587.0,172585.0,172583.0,172577.0,171749.0,171011.0
106,106489.0,99636.0,88125.0,81834.0,73017.0,72998.0,69844.0,59784.0,53125.0,47099.0,45722.0,40815.0,8368.0,7153.0,6539.0,5952.0,4993.0,4896.0,2571.0,318.0
110,26171.0,7096.0,4973.0,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,162344.0,160271.0,148626.0,134368.0,131013.0,128914.0,128520.0,122904.0,119145.0,111617.0,106782.0,104925.0,102903.0,98083.0,93510.0,87529.0,85367.0,81156.0,80139.0,79134.0
112,109487.0,91529.0,58559.0,7153.0,5952.0,4993.0,3147.0,2571.0,2028.0,1917.0,1210.0,1198.0,1196.0,780.0,480.0,260.0,50.0,47.0,32.0,0.0
114,141718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,2724.0,2006.0,1387.0,1198.0,1101.0,1035.0,541.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,148626.0,138210.0,136598.0,117176.0,116797.0,115617.0,114662.0,109846.0,106920.0,105504.0,104913.0,103984.0,103335.0,102903.0,96861.0,91658.0,86911.0,80463.0,79091.0,72998.0
122,139385.0,128360.0,122886.0,122882.0,121231.0,120466.0,115122.0,109487.0,106920.0,106782.0,103341.0,99114.0,96737.0,96728.0,94959.0,93840.0,92535.0,87232.0,86833.0,86377.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,7361.0,6377.0,3949.0,2858.0,1358.0,608.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,174053.0,171763.0,158872.0,100083.0,94959.0,86721.0,72226.0,67695.0,65130.0,60950.0,58301.0,54190.0,42632.0,26680.0,9010.0,8957.0,8254.0,7371.0,7265.0,7254.0
127,55276.0,5060.0,913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,33679.0,33166.0,7143.0,3556.0,1676.0,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,7153.0,6650.0,4993.0,2064.0,1949.0,1299.0,1288.0,1272.0,1250.0,1230.0,1225.0,1221.0,1219.0,1214.0,1208.0,1204.0,1136.0,951.0,923.0,922.0
138,59784.0,3996.0,3972.0,2924.0,2150.0,1019.0,898.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,42730.0,7153.0,7076.0,7018.0,6947.0,6893.0,6378.0,5867.0,5299.0,4995.0,4535.0,4327.0,4225.0,4223.0,3916.0,3685.0,3361.0,3255.0,3178.0,3155.0
141,122904.0,109487.0,109374.0,99114.0,80463.0,68954.0,60069.0,58559.0,51255.0,46976.0,44191.0,3578.0,3552.0,3361.0,2959.0,0.0,0.0,0.0,0.0,0.0
143,81847.0,69757.0,69122.0,69069.0,68954.0,8827.0,7444.0,7293.0,7169.0,6619.0,5066.0,4447.0,4306.0,2144.0,356.0,0.0,0.0,0.0,0.0,0.0
146,30803.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,98491.0,40629.0,30816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,69481.0,7361.0,2959.0,2329.0,1203.0,858.0,750.0,111.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,94959.0,89904.0,55247.0,7361.0,4973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,122904.0,122900.0,122892.0,119145.0,115617.0,112852.0,110102.0,109487.0,108932.0,98243.0,96610.0,89745.0,81834.0,79132.0,76093.0,72998.0,71264.0,69844.0,68954.0,4896.0
158,2490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,166643.0,104374.0,78499.0,72641.0,69757.0,65230.0,56367.0,47099.0,4246.0,1704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,38038.0,7247.0,4980.0,4571.0,3751.0,3429.0,2135.0,1223.0,1148.0,745.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,54286.0,49272.0,48516.0,46530.0,33794.0,33166.0,32587.0,26662.0,8798.0,8784.0,8665.0,8636.0,7361.0,7153.0,6711.0,5690.0,4973.0,4226.0,3000.0,2329.0
167,38038.0,34405.0,33794.0,7842.0,6283.0,4993.0,4011.0,3793.0,3751.0,3052.0,2502.0,1527.0,1215.0,1148.0,745.0,353.0,318.0,223.0,0.0,0.0
168,68157.0,44555.0,33564.0,26078.0,8949.0,8228.0,7256.0,5291.0,4406.0,3681.0,3152.0,3030.0,2858.0,1950.0,1263.0,1252.0,1248.0,1247.0,1221.0,1213.0
175,47382.0,44613.0,38388.0,32289.0,8911.0,7169.0,3791.0,3594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,116823.0,115617.0,112852.0,111921.0,106696.0,106100.0,105504.0,103141.0,97304.0,96588.0,93008.0,89904.0,88125.0,81847.0,81845.0,81834.0,80549.0,79702.0,79132.0,78499.0
178,44195.0,38061.0,6016.0,5225.0,4973.0,4967.0,2858.0,2329.0,2028.0,1193.0,457.0,357.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,6192.0,5379.0,4848.0,4389.0,4349.0,4235.0,4017.0,4014.0,3925.0,3910.0,3328.0,3160.0,3045.0,3000.0,2997.0,2959.0,2858.0,2843.0,2730.0,2571.0
184,178827.0,172705.0,171011.0,166291.0,164179.0,159817.0,148626.0,136562.0,122912.0,119145.0,112552.0,109487.0,108932.0,106782.0,74754.0,58559.0,48780.0,4226.0,0.0,0.0
187,33138.0,32387.0,31410.0,31364.0,27397.0,26840.0,26082.0,8949.0,8874.0,8370.0,7099.0,6857.0,6620.0,6368.0,6350.0,5618.0,5244.0,4848.0,4640.0,3949.0
189,58559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,88125.0,81834.0,69844.0,30810.0,8368.0,7361.0,6711.0,6016.0,5816.0,5225.0,4973.0,4896.0,2324.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0
193,55442.0,26116.0,5618.0,1207.0,1206.0,1193.0,924.0,908.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,142488.0,58559.0,3578.0,2571.0,733.0,364.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,55247.0,5995.0,5060.0,4427.0,4406.0,2858.0,2791.0,2692.0,2300.0,2289.0,1923.0,1617.0,1610.0,1517.0,1387.0,1304.0,1278.0,1272.0,1267.0,1262.0
200,60072.0,58559.0,56367.0,54190.0,51662.0,51255.0,49272.0,46578.0,45722.0,44761.0,38061.0,33679.0,32587.0,31878.0,8807.0,7438.0,7293.0,6874.0,6863.0,6365.0
203,98809.0,54736.0,54286.0,8665.0,7153.0,5952.0,5418.0,4993.0,3578.0,1584.0,590.0,296.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,91658.0,68157.0,58803.0,48780.0,44191.0,8874.0,7147.0,5949.0,4878.0,3949.0,3266.0,2959.0,2710.0,2329.0,1653.0,1222.0,1136.0,47.0,0.0,0.0
205,71462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,79132.0,68157.0,60684.0,7153.0,5952.0,4993.0,4011.0,2571.0,1291.0,1198.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,177765.0,146662.0,122918.0,122886.0,116797.0,112852.0,112175.0,76093.0,72998.0,60069.0,33493.0,5378.0,2628.0,2571.0,1527.0,1210.0,1196.0,260.0,0.0,0.0
211,91529.0,89745.0,60684.0,33166.0,3578.0,2959.0,2571.0,1704.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,183897.0,177593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,8360.0,7147.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,60766.0,55814.0,6155.0,5782.0,2686.0,2324.0,1968.0,1297.0,1268.0,1225.0,1208.0,1172.0,318.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
219,64575.0,63082.0,59315.0,58559.0,54997.0,51255.0,44195.0,38061.0,27773.0,7022.0,4963.0,4226.0,3052.0,3030.0,3000.0,2987.0,2858.0,2700.0,2571.0,1527.0
220,68358.0,60069.0,58559.0,55363.0,48774.0,45517.0,8360.0,7147.0,6539.0,6377.0,6333.0,5218.0,4896.0,4306.0,4226.0,4027.0,3793.0,3114.0,3034.0,2997.0
221,27846.0,27721.0,9018.0,8949.0,6987.0,6796.0,6711.0,6461.0,6306.0,6016.0,5669.0,4973.0,3983.0,3911.0,3476.0,3362.0,3152.0,3090.0,2973.0,2959.0
222,106782.0,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,48394.0,8784.0,4973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,55820.0,55765.0,46578.0,6188.0,5650.0,5110.0,4571.0,3671.0,3653.0,3253.0,3033.0,2502.0,2005.0,1732.0,1222.0,1210.0,1196.0,1136.0,1073.0,671.0
227,109374.0,106782.0,85342.0,84152.0,70286.0,55721.0,48738.0,46976.0,30749.0,7371.0,7147.0,2959.0,778.0,356.0,47.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,53996.0,45722.0,6539.0,1527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,63082.0,58559.0,2571.0,1200.0,1036.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,81591.0,79132.0,78499.0,69757.0,68358.0,58559.0,51662.0,44191.0,8533.0,7458.0,5152.0,4226.0,3578.0,3147.0,2762.0,2329.0,2028.0,1210.0,318.0,296.0
233,177593.0,7361.0,356.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,55820.0,54997.0,54286.0,47610.0,44665.0,35836.0,8665.0,8132.0,7153.0,7143.0,6934.0,6502.0,6365.0,5952.0,5903.0,5418.0,4993.0,4223.0,4011.0,3275.0
241,106920.0,100714.0,8638.0,7371.0,4973.0,3910.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,90888.0,89753.0,87222.0,85736.0,84944.0,81847.0,81845.0,79132.0,72737.0,69481.0,68954.0,68486.0,68157.0,66371.0,65261.0,62336.0,61026.0,60684.0,60069.0,59784.0
247,142488.0,139385.0,115713.0,115149.0,88125.0,81834.0,69844.0,54001.0,51662.0,8950.0,4878.0,3147.0,2959.0,2078.0,1682.0,1197.0,1193.0,899.0,588.0,364.0
248,147382.0,147374.0,8961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,187593.0,168252.0,166528.0,164179.0,139385.0,122882.0,115569.0,112556.0,112552.0,109487.0,106920.0,106782.0,106100.0,104879.0,104841.0,102123.0,96821.0,96610.0,94959.0,93840.0
251,159817.0,142115.0,78499.0,5971.0,2959.0,2571.0,2028.0,1704.0,1259.0,1225.0,1208.0,1197.0,1089.0,608.0,593.0,527.0,356.0,318.0,296.0,293.0
252,164179.0,162578.0,134853.0,98491.0,78499.0,6377.0,2321.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,48394.0,26366.0,7099.0,5991.0,5902.0,4973.0,3083.0,2599.0,2324.0,1734.0,1271.0,1225.0,608.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0
254,48516.0,32587.0,6874.0,4306.0,3949.0,2959.0,2858.0,2762.0,2571.0,2028.0,1258.0,527.0,356.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0
256,99114.0,92259.0,7361.0,4995.0,3980.0,2011.0,1270.0,1198.0,442.0,318.0,293.0,173.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,122904.0,115617.0,68954.0,60069.0,48394.0,7147.0,5989.0,4995.0,3147.0,2959.0,2571.0,1197.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,68237.0,58559.0,56367.0,8914.0,7361.0,5989.0,4878.0,3949.0,2858.0,2194.0,356.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,5991.0,4226.0,2563.0,2355.0,2324.0,1704.0,1680.0,1617.0,1223.0,1183.0,1148.0,1066.0,745.0,720.0,593.0,527.0,318.0,17.0,0.0,0.0
264,41566.0,4995.0,4886.0,1250.0,1035.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,177765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,79132.0,68157.0,51255.0,7438.0,7361.0,6874.0,4262.0,3535.0,2959.0,2858.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,54272.0,1635.0,527.0,318.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,175303.0,139385.0,115713.0,109487.0,104879.0,96079.0,91529.0,55363.0,8376.0,5952.0,4027.0,3527.0,2288.0,1258.0,1214.0,1196.0,1136.0,1036.0,541.0,296.0
280,96821.0,94959.0,91500.0,86882.0,86833.0,80549.0,72641.0,52973.0,48516.0,40629.0,8969.0,7451.0,7346.0,6942.0,5103.0,4880.0,4246.0,4239.0,3916.0,3897.0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,58559.0,50872.0,8961.0,6377.0,5989.0,4995.0,4499.0,4239.0,3039.0,2571.0,2375.0,2011.0,1884.0,1298.0,1270.0,1221.0,1193.0,1136.0,1089.0,919.0
285,1968.0,1252.0,1247.0,1193.0,1104.0,912.0,904.0,903.0,858.0,441.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,57669.0,5060.0,4993.0,4027.0,3421.0,3363.0,3198.0,3108.0,3100.0,3037.0,2804.0,2529.0,1954.0,1732.0,1387.0,1291.0,1270.0,1219.0,1204.0,1198.0
291,122904.0,89745.0,88125.0,81834.0,72998.0,69844.0,60069.0,58559.0,54001.0,50872.0,40815.0,8368.0,5816.0,4896.0,0.0,0.0,0.0,0.0,0.0,0.0
292,3984.0,3086.0,2761.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,79132.0,68157.0,44555.0,3198.0,2329.0,1488.0,1193.0,1089.0,555.0,318.0,296.0,70.0,50.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
296,79132.0,65261.0,31364.0,4144.0,2959.0,2324.0,1704.0,1201.0,356.0,318.0,110.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2959.0,1732.0,858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,112556.0,112290.0,109487.0,81591.0,48394.0,7361.0,6711.0,6016.0,2858.0,2324.0,1172.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
